kehadiran_id,karyawan_id,tanggal,waktu_masuk,waktu_keluar,status_kehadiran,keterlambatan_menit,keterangan
11434,34,2025-03-05,2025-03-05 08:21:00,2025-03-05 17:09:00,Hadir,0,Keterangan untuk Hadir
11435,35,2025-03-05,,,Sakit,0,Keterangan untuk Sakit
11436,36,2025-03-05,2025-03-05 08:21:00,2025-03-05 17:23:00,Hadir,0,Keterangan untuk Hadir
11437,37,2025-03-05,,,Sakit,0,Keterangan untuk Sakit
11438,38,2025-03-05,2025-03-05 08:05:00,2025-03-05 17:15:00,Hadir,0,Keterangan untuk Hadir
11439,39,2025-03-05,2025-03-05 08:22:00,2025-03-05 17:16:00,Hadir,0,Keterangan untuk Hadir
11440,40,2025-03-05,2025-03-05 08:06:00,2025-03-05 17:27:00,Hadir,0,Keterangan untuk Hadir
11441,41,2025-03-05,2025-03-05 08:12:00,2025-03-05 17:15:00,Hadir,0,Keterangan untuk Hadir
11442,42,2025-03-05,2025-03-05 08:29:00,2025-03-05 17:02:00,Hadir,0,Keterangan untuk Hadir
11443,43,2025-03-05,2025-03-05 08:13:00,2025-03-05 17:29:00,Hadir,0,Keterangan untuk Hadir
11444,44,2025-03-05,2025-03-05 08:16:00,2025-03-05 17:02:00,Hadir,0,Keterangan untuk Hadir
11445,45,2025-03-05,2025-03-05 08:03:00,2025-03-05 17:22:00,Hadir,0,Keterangan untuk Hadir
11446,46,2025-03-05,2025-03-05 08:13:00,2025-03-05 17:02:00,Hadir,21,Keterangan untuk Hadir
11447,47,2025-03-05,2025-03-05 08:18:00,2025-03-05 17:28:00,Hadir,0,Keterangan untuk Hadir
11448,48,2025-03-05,2025-03-05 08:07:00,2025-03-05 17:13:00,Hadir,0,Keterangan untuk Hadir
11449,49,2025-03-05,2025-03-05 08:08:00,2025-03-05 17:13:00,Hadir,0,Keterangan untuk Hadir
11450,50,2025-03-05,2025-03-05 08:28:00,2025-03-05 17:11:00,Hadir,0,Keterangan untuk Hadir
11451,1,2025-03-06,2025-03-06 08:03:00,2025-03-06 17:27:00,Hadir,0,Keterangan untuk Hadir
11452,2,2025-03-06,2025-03-06 08:18:00,2025-03-06 17:10:00,Hadir,0,Keterangan untuk Hadir
11453,3,2025-03-06,2025-03-06 08:04:00,2025-03-06 17:08:00,Hadir,0,Keterangan untuk Hadir
11454,4,2025-03-06,2025-03-06 08:04:00,2025-03-06 17:11:00,Hadir,16,Keterangan untuk Hadir
11455,5,2025-03-06,2025-03-06 08:18:00,2025-03-06 17:04:00,Hadir,0,Keterangan untuk Hadir
11456,6,2025-03-06,,,Izin,0,Keterangan untuk Izin
11457,7,2025-03-06,2025-03-06 08:18:00,2025-03-06 17:14:00,Hadir,0,Keterangan untuk Hadir
11458,8,2025-03-06,2025-03-06 08:26:00,2025-03-06 17:24:00,Hadir,17,Keterangan untuk Hadir
11459,9,2025-03-06,2025-03-06 08:15:00,2025-03-06 17:17:00,Hadir,0,Keterangan untuk Hadir
11460,10,2025-03-06,2025-03-06 08:24:00,2025-03-06 17:26:00,Hadir,0,Keterangan untuk Hadir
11461,11,2025-03-06,2025-03-06 08:13:00,2025-03-06 17:23:00,Hadir,0,Keterangan untuk Hadir
11462,12,2025-03-06,2025-03-06 08:29:00,2025-03-06 17:07:00,Hadir,0,Keterangan untuk Hadir
11463,13,2025-03-06,,,Izin,0,Keterangan untuk Izin
11464,14,2025-03-06,2025-03-06 08:22:00,2025-03-06 17:06:00,Hadir,0,Keterangan untuk Hadir
11465,15,2025-03-06,2025-03-06 08:05:00,2025-03-06 17:24:00,Hadir,5,Keterangan untuk Hadir
11466,16,2025-03-06,2025-03-06 08:02:00,2025-03-06 17:13:00,Hadir,0,Keterangan untuk Hadir
11467,17,2025-03-06,2025-03-06 08:30:00,2025-03-06 17:03:00,Hadir,0,Keterangan untuk Hadir
11468,18,2025-03-06,2025-03-06 08:18:00,2025-03-06 17:29:00,Hadir,0,Keterangan untuk Hadir
11469,19,2025-03-06,2025-03-06 08:15:00,2025-03-06 17:12:00,Hadir,0,Keterangan untuk Hadir
11470,20,2025-03-06,2025-03-06 08:19:00,2025-03-06 17:02:00,Hadir,0,Keterangan untuk Hadir
11471,21,2025-03-06,2025-03-06 08:13:00,2025-03-06 17:07:00,Hadir,0,Keterangan untuk Hadir
11472,22,2025-03-06,2025-03-06 08:00:00,2025-03-06 17:26:00,Hadir,0,Keterangan untuk Hadir
11473,23,2025-03-06,2025-03-06 08:07:00,2025-03-06 17:25:00,Hadir,0,Keterangan untuk Hadir
11474,24,2025-03-06,2025-03-06 08:04:00,2025-03-06 17:05:00,Hadir,0,Keterangan untuk Hadir
11475,25,2025-03-06,2025-03-06 08:11:00,2025-03-06 17:13:00,Hadir,0,Keterangan untuk Hadir
11476,26,2025-03-06,2025-03-06 08:11:00,2025-03-06 17:15:00,Hadir,0,Keterangan untuk Hadir
11477,27,2025-03-06,2025-03-06 08:23:00,2025-03-06 17:09:00,Hadir,0,Keterangan untuk Hadir
11478,28,2025-03-06,2025-03-06 08:09:00,2025-03-06 17:25:00,Hadir,0,Keterangan untuk Hadir
11479,29,2025-03-06,,,Sakit,0,Keterangan untuk Sakit
11480,30,2025-03-06,2025-03-06 08:01:00,2025-03-06 17:06:00,Hadir,22,Keterangan untuk Hadir
11481,31,2025-03-06,2025-03-06 08:06:00,2025-03-06 17:00:00,Hadir,0,Keterangan untuk Hadir
11482,32,2025-03-06,2025-03-06 08:24:00,2025-03-06 17:16:00,Hadir,0,Keterangan untuk Hadir
11483,33,2025-03-06,2025-03-06 08:27:00,2025-03-06 17:22:00,Hadir,0,Keterangan untuk Hadir
11484,34,2025-03-06,2025-03-06 08:25:00,2025-03-06 17:10:00,Hadir,0,Keterangan untuk Hadir
11485,35,2025-03-06,2025-03-06 08:25:00,2025-03-06 17:10:00,Hadir,0,Keterangan untuk Hadir
11486,36,2025-03-06,2025-03-06 08:17:00,2025-03-06 17:16:00,Hadir,0,Keterangan untuk Hadir
11487,37,2025-03-06,2025-03-06 08:30:00,2025-03-06 17:07:00,Hadir,0,Keterangan untuk Hadir
11488,38,2025-03-06,2025-03-06 08:21:00,2025-03-06 17:26:00,Hadir,0,Keterangan untuk Hadir
11489,39,2025-03-06,2025-03-06 08:23:00,2025-03-06 17:18:00,Hadir,22,Keterangan untuk Hadir
11490,40,2025-03-06,2025-03-06 08:13:00,2025-03-06 17:30:00,Hadir,0,Keterangan untuk Hadir
11491,41,2025-03-06,2025-03-06 08:10:00,2025-03-06 17:06:00,Hadir,0,Keterangan untuk Hadir
11492,42,2025-03-06,2025-03-06 08:02:00,2025-03-06 17:22:00,Hadir,27,Keterangan untuk Hadir
11493,43,2025-03-06,2025-03-06 08:05:00,2025-03-06 17:16:00,Hadir,0,Keterangan untuk Hadir
11494,44,2025-03-06,2025-03-06 08:25:00,2025-03-06 17:19:00,Hadir,0,Keterangan untuk Hadir
11495,45,2025-03-06,,,Izin,0,Keterangan untuk Izin
11496,46,2025-03-06,2025-03-06 08:12:00,2025-03-06 17:07:00,Hadir,0,Keterangan untuk Hadir
11497,47,2025-03-06,2025-03-06 08:19:00,2025-03-06 17:09:00,Hadir,0,Keterangan untuk Hadir
11498,48,2025-03-06,2025-03-06 08:20:00,2025-03-06 17:07:00,Hadir,0,Keterangan untuk Hadir
11499,49,2025-03-06,2025-03-06 08:18:00,2025-03-06 17:16:00,Hadir,10,Keterangan untuk Hadir
11500,50,2025-03-06,2025-03-06 08:06:00,2025-03-06 17:21:00,Hadir,0,Keterangan untuk Hadir
11501,1,2025-03-07,2025-03-07 08:05:00,2025-03-07 17:21:00,Hadir,0,Keterangan untuk Hadir
11502,2,2025-03-07,2025-03-07 08:00:00,2025-03-07 17:26:00,Hadir,0,Keterangan untuk Hadir
11503,3,2025-03-07,2025-03-07 08:11:00,2025-03-07 17:20:00,Hadir,0,Keterangan untuk Hadir
11504,4,2025-03-07,2025-03-07 08:03:00,2025-03-07 17:21:00,Hadir,0,Keterangan untuk Hadir
11505,5,2025-03-07,2025-03-07 08:23:00,2025-03-07 17:10:00,Hadir,0,Keterangan untuk Hadir
11506,6,2025-03-07,2025-03-07 08:30:00,2025-03-07 17:22:00,Hadir,0,Keterangan untuk Hadir
11507,7,2025-03-07,2025-03-07 08:03:00,2025-03-07 17:18:00,Hadir,0,Keterangan untuk Hadir
11508,8,2025-03-07,2025-03-07 08:25:00,2025-03-07 17:26:00,Hadir,0,Keterangan untuk Hadir
11509,9,2025-03-07,2025-03-07 08:11:00,2025-03-07 17:12:00,Hadir,0,Keterangan untuk Hadir
11510,10,2025-03-07,2025-03-07 08:14:00,2025-03-07 17:25:00,Hadir,0,Keterangan untuk Hadir
11511,11,2025-03-07,,,Tanpa Keterangan,0,Keterangan untuk Tanpa Keterangan
11512,12,2025-03-07,2025-03-07 08:04:00,2025-03-07 17:09:00,Hadir,0,Keterangan untuk Hadir
11513,13,2025-03-07,2025-03-07 08:25:00,2025-03-07 17:17:00,Hadir,0,Keterangan untuk Hadir
11514,14,2025-03-07,2025-03-07 08:05:00,2025-03-07 17:25:00,Hadir,0,Keterangan untuk Hadir
11515,15,2025-03-07,2025-03-07 08:16:00,2025-03-07 17:16:00,Hadir,7,Keterangan untuk Hadir
11516,16,2025-03-07,2025-03-07 08:22:00,2025-03-07 17:02:00,Hadir,29,Keterangan untuk Hadir
11517,17,2025-03-07,2025-03-07 08:14:00,2025-03-07 17:14:00,Hadir,0,Keterangan untuk Hadir
11518,18,2025-03-07,2025-03-07 08:02:00,2025-03-07 17:07:00,Hadir,0,Keterangan untuk Hadir
11519,19,2025-03-07,2025-03-07 08:27:00,2025-03-07 17:11:00,Hadir,0,Keterangan untuk Hadir
11520,20,2025-03-07,2025-03-07 08:16:00,2025-03-07 17:28:00,Hadir,4,Keterangan untuk Hadir
11521,21,2025-03-07,2025-03-07 08:30:00,2025-03-07 17:25:00,Hadir,22,Keterangan untuk Hadir
11522,22,2025-03-07,2025-03-07 08:18:00,2025-03-07 17:20:00,Hadir,0,Keterangan untuk Hadir
11523,23,2025-03-07,2025-03-07 08:29:00,2025-03-07 17:18:00,Hadir,0,Keterangan untuk Hadir
11524,24,2025-03-07,2025-03-07 08:27:00,2025-03-07 17:30:00,Hadir,0,Keterangan untuk Hadir
11525,25,2025-03-07,2025-03-07 08:27:00,2025-03-07 17:08:00,Hadir,0,Keterangan untuk Hadir
11526,26,2025-03-07,2025-03-07 08:21:00,2025-03-07 17:27:00,Hadir,0,Keterangan untuk Hadir
11527,27,2025-03-07,2025-03-07 08:27:00,2025-03-07 17:10:00,Hadir,0,Keterangan untuk Hadir
11528,28,2025-03-07,2025-03-07 08:27:00,2025-03-07 17:12:00,Hadir,13,Keterangan untuk Hadir
11529,29,2025-03-07,,,Izin,0,Keterangan untuk Izin
11530,30,2025-03-07,2025-03-07 08:13:00,2025-03-07 17:10:00,Hadir,0,Keterangan untuk Hadir
11531,31,2025-03-07,2025-03-07 08:23:00,2025-03-07 17:30:00,Hadir,0,Keterangan untuk Hadir
11532,32,2025-03-07,2025-03-07 08:28:00,2025-03-07 17:18:00,Hadir,0,Keterangan untuk Hadir
11533,33,2025-03-07,2025-03-07 08:19:00,2025-03-07 17:11:00,Hadir,0,Keterangan untuk Hadir
11534,34,2025-03-07,2025-03-07 08:16:00,2025-03-07 17:06:00,Hadir,0,Keterangan untuk Hadir
11535,35,2025-03-07,2025-03-07 08:22:00,2025-03-07 17:20:00,Hadir,0,Keterangan untuk Hadir
11536,36,2025-03-07,2025-03-07 08:11:00,2025-03-07 17:30:00,Hadir,0,Keterangan untuk Hadir
11537,37,2025-03-07,2025-03-07 08:06:00,2025-03-07 17:12:00,Hadir,0,Keterangan untuk Hadir
11538,38,2025-03-07,2025-03-07 08:24:00,2025-03-07 17:09:00,Hadir,18,Keterangan untuk Hadir
11539,39,2025-03-07,,,Tanpa Keterangan,0,Keterangan untuk Tanpa Keterangan
11540,40,2025-03-07,2025-03-07 08:03:00,2025-03-07 17:17:00,Hadir,0,Keterangan untuk Hadir
11541,41,2025-03-07,2025-03-07 08:13:00,2025-03-07 17:01:00,Hadir,0,Keterangan untuk Hadir
11542,42,2025-03-07,2025-03-07 08:01:00,2025-03-07 17:29:00,Hadir,0,Keterangan untuk Hadir
11543,43,2025-03-07,2025-03-07 08:04:00,2025-03-07 17:00:00,Hadir,0,Keterangan untuk Hadir
11544,44,2025-03-07,2025-03-07 08:20:00,2025-03-07 17:22:00,Hadir,29,Keterangan untuk Hadir
11545,45,2025-03-07,2025-03-07 08:30:00,2025-03-07 17:02:00,Hadir,3,Keterangan untuk Hadir
11546,46,2025-03-07,2025-03-07 08:18:00,2025-03-07 17:19:00,Hadir,0,Keterangan untuk Hadir
11547,47,2025-03-07,2025-03-07 08:07:00,2025-03-07 17:14:00,Hadir,13,Keterangan untuk Hadir
11548,48,2025-03-07,2025-03-07 08:20:00,2025-03-07 17:14:00,Hadir,0,Keterangan untuk Hadir
11549,49,2025-03-07,2025-03-07 08:16:00,2025-03-07 17:07:00,Hadir,0,Keterangan untuk Hadir
11550,50,2025-03-07,2025-03-07 08:13:00,2025-03-07 17:15:00,Hadir,0,Keterangan untuk Hadir
11551,1,2025-03-08,,,Tanpa Keterangan,0,Keterangan untuk Tanpa Keterangan
11552,2,2025-03-08,2025-03-08 08:00:00,2025-03-08 17:11:00,Hadir,0,Keterangan untuk Hadir
11553,3,2025-03-08,2025-03-08 08:25:00,2025-03-08 17:09:00,Hadir,15,Keterangan untuk Hadir
11554,4,2025-03-08,2025-03-08 08:13:00,2025-03-08 17:15:00,Hadir,18,Keterangan untuk Hadir
11555,5,2025-03-08,2025-03-08 08:12:00,2025-03-08 17:26:00,Hadir,0,Keterangan untuk Hadir
11556,6,2025-03-08,2025-03-08 08:02:00,2025-03-08 17:12:00,Hadir,0,Keterangan untuk Hadir
11557,7,2025-03-08,2025-03-08 08:18:00,2025-03-08 17:30:00,Hadir,0,Keterangan untuk Hadir
11558,8,2025-03-08,2025-03-08 08:13:00,2025-03-08 17:28:00,Hadir,0,Keterangan untuk Hadir
11559,9,2025-03-08,2025-03-08 08:23:00,2025-03-08 17:30:00,Hadir,0,Keterangan untuk Hadir
11560,10,2025-03-08,2025-03-08 08:24:00,2025-03-08 17:11:00,Hadir,0,Keterangan untuk Hadir
11561,11,2025-03-08,2025-03-08 08:17:00,2025-03-08 17:03:00,Hadir,0,Keterangan untuk Hadir
11562,12,2025-03-08,,,Izin,0,Keterangan untuk Izin
11563,13,2025-03-08,2025-03-08 08:30:00,2025-03-08 17:18:00,Hadir,4,Keterangan untuk Hadir
11564,14,2025-03-08,2025-03-08 08:28:00,2025-03-08 17:13:00,Hadir,0,Keterangan untuk Hadir
11565,15,2025-03-08,2025-03-08 08:15:00,2025-03-08 17:24:00,Hadir,0,Keterangan untuk Hadir
11566,16,2025-03-08,2025-03-08 08:01:00,2025-03-08 17:18:00,Hadir,0,Keterangan untuk Hadir
11567,17,2025-03-08,2025-03-08 08:00:00,2025-03-08 17:27:00,Hadir,0,Keterangan untuk Hadir
11568,18,2025-03-08,,,Sakit,0,Keterangan untuk Sakit
11569,19,2025-03-08,2025-03-08 08:25:00,2025-03-08 17:14:00,Hadir,19,Keterangan untuk Hadir
11570,20,2025-03-08,2025-03-08 08:00:00,2025-03-08 17:02:00,Hadir,0,Keterangan untuk Hadir
11571,21,2025-03-08,2025-03-08 08:30:00,2025-03-08 17:28:00,Hadir,0,Keterangan untuk Hadir
11572,22,2025-03-08,2025-03-08 08:16:00,2025-03-08 17:16:00,Hadir,0,Keterangan untuk Hadir
11573,23,2025-03-08,2025-03-08 08:14:00,2025-03-08 17:29:00,Hadir,0,Keterangan untuk Hadir
11574,24,2025-03-08,2025-03-08 08:09:00,2025-03-08 17:23:00,Hadir,0,Keterangan untuk Hadir
11575,25,2025-03-08,2025-03-08 08:12:00,2025-03-08 17:24:00,Hadir,0,Keterangan untuk Hadir
11576,26,2025-03-08,2025-03-08 08:01:00,2025-03-08 17:17:00,Hadir,20,Keterangan untuk Hadir
11577,27,2025-03-08,2025-03-08 08:03:00,2025-03-08 17:18:00,Hadir,0,Keterangan untuk Hadir
11578,28,2025-03-08,2025-03-08 08:15:00,2025-03-08 17:02:00,Hadir,12,Keterangan untuk Hadir
11579,29,2025-03-08,2025-03-08 08:06:00,2025-03-08 17:30:00,Hadir,0,Keterangan untuk Hadir
11580,30,2025-03-08,,,Sakit,0,Keterangan untuk Sakit
11581,31,2025-03-08,2025-03-08 08:20:00,2025-03-08 17:08:00,Hadir,0,Keterangan untuk Hadir
11582,32,2025-03-08,2025-03-08 08:11:00,2025-03-08 17:20:00,Hadir,0,Keterangan untuk Hadir
11583,33,2025-03-08,,,Izin,0,Keterangan untuk Izin
11584,34,2025-03-08,2025-03-08 08:01:00,2025-03-08 17:06:00,Hadir,0,Keterangan untuk Hadir
11585,35,2025-03-08,2025-03-08 08:27:00,2025-03-08 17:23:00,Hadir,0,Keterangan untuk Hadir
11586,36,2025-03-08,,,Sakit,0,Keterangan untuk Sakit
11587,37,2025-03-08,2025-03-08 08:02:00,2025-03-08 17:26:00,Hadir,0,Keterangan untuk Hadir
11588,38,2025-03-08,2025-03-08 08:19:00,2025-03-08 17:19:00,Hadir,0,Keterangan untuk Hadir
11589,39,2025-03-08,2025-03-08 08:23:00,2025-03-08 17:21:00,Hadir,0,Keterangan untuk Hadir
11590,40,2025-03-08,2025-03-08 08:07:00,2025-03-08 17:17:00,Hadir,0,Keterangan untuk Hadir
11591,41,2025-03-08,2025-03-08 08:13:00,2025-03-08 17:14:00,Hadir,0,Keterangan untuk Hadir
11592,42,2025-03-08,2025-03-08 08:20:00,2025-03-08 17:12:00,Hadir,0,Keterangan untuk Hadir
11593,43,2025-03-08,2025-03-08 08:18:00,2025-03-08 17:30:00,Hadir,16,Keterangan untuk Hadir
11594,44,2025-03-08,2025-03-08 08:28:00,2025-03-08 17:06:00,Hadir,2,Keterangan untuk Hadir
11595,45,2025-03-08,2025-03-08 08:20:00,2025-03-08 17:06:00,Hadir,0,Keterangan untuk Hadir
11596,46,2025-03-08,2025-03-08 08:17:00,2025-03-08 17:06:00,Hadir,15,Keterangan untuk Hadir
11597,47,2025-03-08,2025-03-08 08:21:00,2025-03-08 17:22:00,Hadir,0,Keterangan untuk Hadir
11598,48,2025-03-08,2025-03-08 08:03:00,2025-03-08 17:16:00,Hadir,0,Keterangan untuk Hadir
11599,49,2025-03-08,2025-03-08 08:22:00,2025-03-08 17:24:00,Hadir,0,Keterangan untuk Hadir
11600,50,2025-03-08,2025-03-08 08:19:00,2025-03-08 17:27:00,Hadir,0,Keterangan untuk Hadir
11601,1,2025-03-09,2025-03-09 08:00:00,2025-03-09 17:05:00,Hadir,0,Keterangan untuk Hadir
11602,2,2025-03-09,2025-03-09 08:16:00,2025-03-09 17:05:00,Hadir,0,Keterangan untuk Hadir
11603,3,2025-03-09,2025-03-09 08:11:00,2025-03-09 17:29:00,Hadir,0,Keterangan untuk Hadir
11604,4,2025-03-09,2025-03-09 08:10:00,2025-03-09 17:03:00,Hadir,0,Keterangan untuk Hadir
11605,5,2025-03-09,2025-03-09 08:02:00,2025-03-09 17:26:00,Hadir,3,Keterangan untuk Hadir
11606,6,2025-03-09,2025-03-09 08:10:00,2025-03-09 17:14:00,Hadir,0,Keterangan untuk Hadir
11607,7,2025-03-09,2025-03-09 08:14:00,2025-03-09 17:15:00,Hadir,0,Keterangan untuk Hadir
11608,8,2025-03-09,,,Izin,0,Keterangan untuk Izin
11609,9,2025-03-09,2025-03-09 08:26:00,2025-03-09 17:21:00,Hadir,0,Keterangan untuk Hadir
11610,10,2025-03-09,2025-03-09 08:24:00,2025-03-09 17:01:00,Hadir,0,Keterangan untuk Hadir
11611,11,2025-03-09,2025-03-09 08:04:00,2025-03-09 17:16:00,Hadir,0,Keterangan untuk Hadir
11612,12,2025-03-09,2025-03-09 08:25:00,2025-03-09 17:14:00,Hadir,10,Keterangan untuk Hadir
11613,13,2025-03-09,2025-03-09 08:19:00,2025-03-09 17:24:00,Hadir,0,Keterangan untuk Hadir
11614,14,2025-03-09,2025-03-09 08:26:00,2025-03-09 17:00:00,Hadir,0,Keterangan untuk Hadir
11615,15,2025-03-09,2025-03-09 08:14:00,2025-03-09 17:15:00,Hadir,0,Keterangan untuk Hadir
11616,16,2025-03-09,2025-03-09 08:27:00,2025-03-09 17:20:00,Hadir,0,Keterangan untuk Hadir
11617,17,2025-03-09,2025-03-09 08:15:00,2025-03-09 17:21:00,Hadir,0,Keterangan untuk Hadir
11618,18,2025-03-09,2025-03-09 08:10:00,2025-03-09 17:24:00,Hadir,0,Keterangan untuk Hadir
11619,19,2025-03-09,2025-03-09 08:29:00,2025-03-09 17:12:00,Hadir,0,Keterangan untuk Hadir
11620,20,2025-03-09,2025-03-09 08:30:00,2025-03-09 17:08:00,Hadir,15,Keterangan untuk Hadir
11621,21,2025-03-09,2025-03-09 08:23:00,2025-03-09 17:09:00,Hadir,0,Keterangan untuk Hadir
11622,22,2025-03-09,2025-03-09 08:24:00,2025-03-09 17:05:00,Hadir,0,Keterangan untuk Hadir
11623,23,2025-03-09,2025-03-09 08:25:00,2025-03-09 17:09:00,Hadir,0,Keterangan untuk Hadir
11624,24,2025-03-09,2025-03-09 08:17:00,2025-03-09 17:04:00,Hadir,16,Keterangan untuk Hadir
11625,25,2025-03-09,2025-03-09 08:23:00,2025-03-09 17:13:00,Hadir,0,Keterangan untuk Hadir
11626,26,2025-03-09,2025-03-09 08:30:00,2025-03-09 17:01:00,Hadir,18,Keterangan untuk Hadir
11627,27,2025-03-09,2025-03-09 08:30:00,2025-03-09 17:03:00,Hadir,11,Keterangan untuk Hadir
11628,28,2025-03-09,2025-03-09 08:03:00,2025-03-09 17:10:00,Hadir,0,Keterangan untuk Hadir
11629,29,2025-03-09,2025-03-09 08:07:00,2025-03-09 17:25:00,Hadir,0,Keterangan untuk Hadir
11630,30,2025-03-09,2025-03-09 08:10:00,2025-03-09 17:14:00,Hadir,2,Keterangan untuk Hadir
11631,31,2025-03-09,2025-03-09 08:15:00,2025-03-09 17:01:00,Hadir,0,Keterangan untuk Hadir
11632,32,2025-03-09,2025-03-09 08:13:00,2025-03-09 17:24:00,Hadir,0,Keterangan untuk Hadir
11633,33,2025-03-09,2025-03-09 08:19:00,2025-03-09 17:17:00,Hadir,0,Keterangan untuk Hadir
11634,34,2025-03-09,2025-03-09 08:02:00,2025-03-09 17:27:00,Hadir,0,Keterangan untuk Hadir
11635,35,2025-03-09,2025-03-09 08:10:00,2025-03-09 17:22:00,Hadir,0,Keterangan untuk Hadir
11636,36,2025-03-09,,,Sakit,0,Keterangan untuk Sakit
11637,37,2025-03-09,2025-03-09 08:07:00,2025-03-09 17:29:00,Hadir,1,Keterangan untuk Hadir
11638,38,2025-03-09,2025-03-09 08:28:00,2025-03-09 17:11:00,Hadir,0,Keterangan untuk Hadir
11639,39,2025-03-09,2025-03-09 08:27:00,2025-03-09 17:06:00,Hadir,0,Keterangan untuk Hadir
11640,40,2025-03-09,2025-03-09 08:07:00,2025-03-09 17:09:00,Hadir,0,Keterangan untuk Hadir
11641,41,2025-03-09,2025-03-09 08:08:00,2025-03-09 17:24:00,Hadir,4,Keterangan untuk Hadir
11642,42,2025-03-09,2025-03-09 08:02:00,2025-03-09 17:10:00,Hadir,0,Keterangan untuk Hadir
11643,43,2025-03-09,2025-03-09 08:15:00,2025-03-09 17:27:00,Hadir,23,Keterangan untuk Hadir
11644,44,2025-03-09,2025-03-09 08:12:00,2025-03-09 17:06:00,Hadir,4,Keterangan untuk Hadir
11645,45,2025-03-09,2025-03-09 08:20:00,2025-03-09 17:06:00,Hadir,0,Keterangan untuk Hadir
11646,46,2025-03-09,2025-03-09 08:23:00,2025-03-09 17:27:00,Hadir,21,Keterangan untuk Hadir
11647,47,2025-03-09,2025-03-09 08:12:00,2025-03-09 17:03:00,Hadir,0,Keterangan untuk Hadir
11648,48,2025-03-09,2025-03-09 08:12:00,2025-03-09 17:24:00,Hadir,0,Keterangan untuk Hadir
11649,49,2025-03-09,2025-03-09 08:29:00,2025-03-09 17:20:00,Hadir,16,Keterangan untuk Hadir
11650,50,2025-03-09,2025-03-09 08:23:00,2025-03-09 17:08:00,Hadir,30,Keterangan untuk Hadir
11651,1,2025-03-10,2025-03-10 08:05:00,2025-03-10 17:30:00,Hadir,0,Keterangan untuk Hadir
11652,2,2025-03-10,2025-03-10 08:15:00,2025-03-10 17:00:00,Hadir,0,Keterangan untuk Hadir
11653,3,2025-03-10,2025-03-10 08:20:00,2025-03-10 17:08:00,Hadir,0,Keterangan untuk Hadir
11654,4,2025-03-10,2025-03-10 08:24:00,2025-03-10 17:27:00,Hadir,0,Keterangan untuk Hadir
11655,5,2025-03-10,2025-03-10 08:03:00,2025-03-10 17:18:00,Hadir,0,Keterangan untuk Hadir
11656,6,2025-03-10,2025-03-10 08:03:00,2025-03-10 17:25:00,Hadir,0,Keterangan untuk Hadir
11657,7,2025-03-10,2025-03-10 08:18:00,2025-03-10 17:30:00,Hadir,0,Keterangan untuk Hadir
11658,8,2025-03-10,2025-03-10 08:22:00,2025-03-10 17:30:00,Hadir,0,Keterangan untuk Hadir
11659,9,2025-03-10,2025-03-10 08:04:00,2025-03-10 17:16:00,Hadir,7,Keterangan untuk Hadir
11660,10,2025-03-10,2025-03-10 08:30:00,2025-03-10 17:24:00,Hadir,0,Keterangan untuk Hadir
11661,11,2025-03-10,2025-03-10 08:11:00,2025-03-10 17:07:00,Hadir,0,Keterangan untuk Hadir
11662,12,2025-03-10,2025-03-10 08:23:00,2025-03-10 17:03:00,Hadir,0,Keterangan untuk Hadir
11663,13,2025-03-10,2025-03-10 08:10:00,2025-03-10 17:11:00,Hadir,0,Keterangan untuk Hadir
11664,14,2025-03-10,2025-03-10 08:05:00,2025-03-10 17:10:00,Hadir,19,Keterangan untuk Hadir
11665,15,2025-03-10,2025-03-10 08:29:00,2025-03-10 17:29:00,Hadir,0,Keterangan untuk Hadir
11666,16,2025-03-10,2025-03-10 08:00:00,2025-03-10 17:01:00,Hadir,0,Keterangan untuk Hadir
11667,17,2025-03-10,2025-03-10 08:07:00,2025-03-10 17:00:00,Hadir,0,Keterangan untuk Hadir
11668,18,2025-03-10,2025-03-10 08:04:00,2025-03-10 17:13:00,Hadir,16,Keterangan untuk Hadir
11669,19,2025-03-10,2025-03-10 08:09:00,2025-03-10 17:27:00,Hadir,0,Keterangan untuk Hadir
11670,20,2025-03-10,2025-03-10 08:14:00,2025-03-10 17:18:00,Hadir,0,Keterangan untuk Hadir
11671,21,2025-03-10,2025-03-10 08:12:00,2025-03-10 17:11:00,Hadir,0,Keterangan untuk Hadir
11672,22,2025-03-10,2025-03-10 08:25:00,2025-03-10 17:16:00,Hadir,0,Keterangan untuk Hadir
11673,23,2025-03-10,2025-03-10 08:04:00,2025-03-10 17:02:00,Hadir,0,Keterangan untuk Hadir
11674,24,2025-03-10,2025-03-10 08:25:00,2025-03-10 17:11:00,Hadir,0,Keterangan untuk Hadir
11675,25,2025-03-10,,,Sakit,0,Keterangan untuk Sakit
11676,26,2025-03-10,2025-03-10 08:29:00,2025-03-10 17:17:00,Hadir,0,Keterangan untuk Hadir
11677,27,2025-03-10,2025-03-10 08:20:00,2025-03-10 17:06:00,Hadir,0,Keterangan untuk Hadir
11678,28,2025-03-10,2025-03-10 08:21:00,2025-03-10 17:21:00,Hadir,0,Keterangan untuk Hadir
11679,29,2025-03-10,2025-03-10 08:05:00,2025-03-10 17:06:00,Hadir,17,Keterangan untuk Hadir
11680,30,2025-03-10,,,Izin,0,Keterangan untuk Izin
